text,user,time,favorites,retweets,sentimentA,sentimentB,friendCount,followerCount,description,location,type,time_bin,cluster
why dont you just go work for nasa instead of making someones day harder yall mfs always messing shit up,diamond_villy,6/12/17 10:54,3,0,Negative,NA,553,694,when the red river flows take the dirt road home true stories i made up chapsnat diamondvilly dbound guwop is free pygophile,"Friendzone, North Carolina",quote,4,1
if id found nasa tshirts in the girls section when i was young i would have flipped out with joy,LaMaupin,6/12/17 10:53,1,0,Very Positive,joy,726,1312,bram stoker awardwinning ya author anthony award nominee samuraiintraining rep at my patronus is john wicks mustang,Los Angeles,quote,4,3
true hero,Facttotruth,6/12/17 10:52,0,0,Very Positive,joy,584,765,stop blaming shaming and degrading desire to understand why we are the way we are resolve our many problems with love and understanding were in this together,,quote,4,3
awesome,Artist_JennSolo,6/12/17 10:52,1,0,Positive,NA,792,644,fulltime thinker im the artist in the back of your mind by day office manager by night freelance creative dm me for rates,Brooklyn + Newark ,quote,4,3
thanks for making the lives of target workers more difficult you bitch,aggressivenavel,6/12/17 10:52,5,0,Very Negative,NA,65,134,ffxiv player weightlifter avid fan of good christian women with motherhood potential pls dont me,,quote,4,2
more important to create more margaret h hamiltons than a legion of neil armstrongs,PAloysiusM,6/12/17 10:50,0,0,Very Positive,NA,814,346,composer nearlyman musician i have a real job toobut first a drink all my views are wrong,London,quote,4,3
go you,PattyMarvel,6/12/17 10:49,0,0,Neutral,NA,4552,2654,i love my country too much have read too many history books to be okay with all of this cle,"Cleveland, Ohio",quote,4,NA
you really changed the world with this one,DanThaCreator,6/12/17 10:48,0,0,Neutral,NA,85,217,that guy not that guy virgin sbadan,"Atlanta, GA",quote,4,1
love it,REALBROCCOLICAT,6/12/17 10:48,2,0,Positive,joy,1299,2167,twitch partnerplays with makeup member,,quote,4,2
devilish,Meiras_,6/12/17 10:47,0,0,Negative,NA,146,298,futuro programador deshecho humano please be patient i have autism,"Getafe, Madrid",quote,4,2
i get you meant well but this just punishes the employees who have to clean up after you,heathendyke,6/12/17 10:47,1,0,Positive,sadness,349,308,yo white cis lady sheher fat feminist librarian gayvenger hufflepuff norse heathen who punches nazis the bitch your daddy warned you about,,quote,4,NA
look out folks we got a badass here,gtfomika,6/12/17 10:46,2,0,Neutral,NA,501,185,not greek,FBT headquarters,quote,4,2
this gives me life,AdrienneVrettos,6/12/17 10:45,0,0,Neutral,NA,850,652,author marketing at penguin young readers all opinions are my own you can call me andi,Brooklyn: The Better Borough ,quote,4,3
edgelord,martian_munk,6/12/17 10:45,118,11,Neutral,NA,377,6674,genderspeckled omnisexual shapeshifting quadrodyke pineapple pacifist dumbfuck icet,,quote,4,2
i fully support this,5horizns,6/12/17 10:44,0,0,Very Positive,NA,330,52,travel junkie all good things the walking dead pearl jam antiques road show basic human rights lets try to be kinder to each other,"Orlando, FL",quote,4,NA
lt,FernEyreMorgan,6/12/17 10:43,0,0,Neutral,NA,349,362,global marketing director for the largest international aviation resource company in the world company director retired rugby player views are my own,,quote,4,3
thank you katie great idea,LRguitar,6/12/17 10:41,1,0,Very Positive,joy,948,327,longtime lone star lesbian lampoon artist and song slinging social worker,Austin,quote,4,3
highest of fives,salamantha38,6/12/17 10:41,1,2,Neutral,NA,421,120,nolite te bastardes carborundorum,"San Francisco, CA",quote,4,3
i just moved them all back corporate will never get your memo and no ladies will ever work at nasa now,DroidCommission,6/12/17 10:41,7,1,Neutral,sadness,646,978,brocialist mansplainer bon vivant fox news anime expert buy my new book killing reagans dick,,quote,4,3
wow let the revolution begin by making underpaid workers reorganise the store i love middle class revolutionarie,Tsavkko_intl,6/12/17 10:41,0,0,Very Positive,joy,429,203,phd candidate in human rights at university of deusto intl politics diaspora and migration studies internet freedom twitter in ptbr,"Bilbao, Spain",quote,4,3
be blessed katie,LisaBolekaja,6/12/17 10:39,10,4,Positive,NA,4734,5388,staff writer at bitch flickscohost of screenwriters rant room podcastapex slush readerur favorite afroindigenous auntie,The Boom Bap,quote,4,NA
this is how revolutions begin one clothes hanger at a time,emilsher,6/12/17 10:39,1,0,Neutral,NA,65,398,writer many hats stage plays childrens literature nonfiction no hat rack young man with camera scholastic gg finalist white raven book,,quote,4,3
oh good job,honneybadger,6/12/17 10:37,0,0,Very Positive,joy,642,1222,i liberally use the word moron and i blog,,quote,4,3
girls for science yall,brrbach,6/12/17 10:37,0,0,Neutral,NA,7944,13038,poet mixed media artist and freelance writer,USA,quote,4,NA
youre a cunt katie,wazhlon,6/12/17 10:34,8,3,Negative,NA,655,7062,us army veteran,the friendzone ,quote,4,2
now evergreen on my to do list,fluffyblackdog,6/12/17 10:33,0,0,Positive,NA,162,151,hella intersectional feminist exalted baker of sourdough follow me for brilliant and astute retweets pizza is power,"Sausalito, California, USA",quote,4,3
yes,meifongwriter,6/12/17 10:32,0,0,Positive,NA,1710,3745,awardwinning author of one child fellow winner top uschina influencers meifongwriteratgmail,greater Washington DC,quote,4,3
when you have absolutely no idea how retail works and how much extra nonsense youre creating for minimum wage work,SeriouslyAbsurd,6/12/17 10:32,1,0,Negative,NA,1977,453,skeptic bookworm philosopher introvert procrastinator probably in that order becoming very good friends with rage resist stillwithher,Philadelphia,quote,4,3
this is what awesome is,HalfCutPunkV2,6/12/17 10:30,0,0,Positive,NA,1340,629,i like punk rock video games being truthful i hate conservativespeople who tell others to cheer up compliments probably your opinion deal with it,Not Important ,quote,4,NA
good for you,AlasscanIsBack,6/12/17 10:29,0,0,Positive,joy,2427,1924,i am i am not anyone else never have been strong democrat strongertogether absolutely no lists resist,,quote,4,NA
thank you,crayonbeam,6/12/17 10:20,1,0,Positive,NA,109,202,park ranger mom bad at writing bios good at emergency preparation vicious at air hockey,San Francisco,quote,4,3
huh thats odd i was just in target on friday and they definitely had girls nasa tops,MiMiLuvsMakeup,6/12/17 10:20,1,0,Neutral,NA,444,496,heavy titty committee member taco aficionado makeup maven bestie to,what what in da butt,quote,4,3
good on you,jstyson,6/12/17 10:19,1,0,Positive,joy,72,421,historian critic of visual material culture progressive christian seeker of social ecological justice,Michigan USA,quote,4,3
the things w feminists congratulate themselves on,nannisia12,6/12/17 10:18,3,0,Positive,joy,737,732,intersectional turbo thot white tears sommelier twitter misandrist sweet irl,"New York, NY",quote,4,3
hero,jimbriggs3,6/12/17 10:16,1,0,Positive,joy,2025,962,lead sound designerengineer dad husband of musician wny roots exbrooklyn present east bay sportsaudionewsjokes,"Alameda, CA",quote,4,NA
excellent,miniapplejack,6/12/17 10:14,0,1,Positive,NA,7790,7102,i just dont know what went wrong,Texas - Eeyup,quote,4,NA
she shootsshe scores,CandiSpillard,6/12/17 10:13,1,0,Neutral,NA,870,678,writer of satire scifi surreal fantasy lapsed atmospheric physicist renewable energy selfsufficiency enthusiaste brewster of prizewinning wine,York,quote,4,3
absolutely right,Basilbear72,6/12/17 10:13,0,0,Positive,NA,280,63,edgewater dwelling cage master loved by friends family and a monster cat called jasper,,quote,4,3
lol girl power,puppymnkey,6/12/17 10:12,54,8,Neutral,NA,12904,73953,trump is neither republican or democrat nor populist hes just a lying welfare queen causing the downfall of america,"Colorado, USA",quote,4,NA
you go wonderwoman we all can be dispel this crap lifetime of envy of cool boys stuff it is all of ours bam,leftybroad,6/12/17 10:12,0,0,Negative,anger,1529,672,we touch this earth briefly make it count brasil dance waterislife blacklivesmatter climatechange kayak futebol lovenothate resistance ofaus,Florida ,quote,4,3
this is a great idea definitely going to do this the next time im in a big box store same with the girls toys,SJDJ,6/12/17 10:11,4,1,Very Positive,joy,861,628,teaching physics and having fun doing it encouraging more girls to give physics a try,"Vancouver, BC",quote,4,3
not the hero we deserve but the one we need right now,DamhsaKorra,6/12/17 10:11,1,0,Neutral,joy,349,254,pro keenits transit demon slayer by day author of lgbt fiction by night sean ns dancer everywhere in between highly recommended friend sheher,"Missoula, Montana",quote,4,3
go girl,Anti_DJTrump,6/12/17 10:10,2,2,Neutral,NA,580,1638,theresistance benedictdonald trumprussia newelection goptreason russiagate trumpleaks neveragain nevertrump impeachtrump dumptrump unitedwestand,"Albuquerque, NM",quote,4,3
i want a nasa tank top,snoweider,6/12/17 10:09,1,0,Positive,surprise,618,2855,mountain leader wildlife guide climber otter groupie and cyclist gear geek for cares about the planet views my own,Isle of Arran,quote,4,3
wow what a fucking hero,DawgsAreInAnI,6/12/17 10:05,0,0,Positive,joy,372,374,braves dawgs dirk dmb falcons hawks mma rcjh,"Georgia, USA",quote,4,2
go girl,Rosie,6/12/17 10:05,1202,178,Neutral,NA,19641,1053950,the unimaginable,NY,quote,4,NA
now here is an idea worth sharing,agdmd,6/12/17 10:04,0,0,Positive,NA,844,104,montclair spelman howard dc es wife e es mother the daughter of a and c shrink reluctant writer post election and sudden twitter newbie,#dc,quote,4,3
this isnt how you affect change in giant national retailers this is how you make someones low wage job harder,cbenjaminrucker,6/12/17 10:03,2,0,Neutral,joy,1024,2777,not all white people voted for trump but about outta did alternative immigrant senior top gang thug,"NYC by way of Niggaville, USA",quote,4,3
imagine going to someone elses job and making unnecessary work for them and then being proud about it on the intern,JamilTheFirst,6/12/17 10:00,4,0,Very Positive,joy,449,1157,skeeter valentine parody account,"at a wawa, NJ",quote,4,3
i long for the day when this kind of action isnt necessary or considered as wrong,BoyCalledSue,6/12/17 10:00,0,0,Positive,joy,99,17,awardwinning guy who sometimes likes to roleplay being a girl,"Oxford, UK",quote,4,3
are you fucking kidding me you just made someone work even more than what they should smh ripperoni to the retail g,blxcksaturns,6/12/17 10:00,0,0,Very Positive,NA,521,451,manny and i matched on tinder and it was the funniest thing ever and the world needs to know about it,,quote,4,1
in a perfect world the gap in availability would come from the girls ones being sold out sadly we dont live i,TomJNewtonII,6/12/17 9:58,1,0,Negative,joy,361,221,a rural oregonian in oakland a writer working to become a professor for neglected people the account name is an obtuse reference,"Oakland, CA",quote,4,3
yall so damn corny man you really thought im bout to change the game and move whole tank tops for the cultur,DexHinton,6/12/17 9:57,4,0,Very Negative,joy,325,468,pound for pound im the best to ever come around here excluding nobody look what i embody odyssey content creator baylor grad tweeter of nonsense,Sic Em Nation,quote,4,3
who the hell keeps moving these t shirts some person making an hour,Lortrillmatic,6/12/17 9:55,0,0,Negative,NA,318,496,go iu bad tweets but good retweets my body is consistently sour patch kids pups and politics,,quote,4,3
nsta lp fr expressen,CamillaRagfors,6/12/17 9:55,1,0,Neutral,NA,1597,3692,tro inte p allt du ser ofta r det meningen att du ska tro det du gr genvgen s slipper du fundera,VÌ_rmland,quote,4,2
lt,nsatragno,6/12/17 9:54,2,0,Neutral,NA,267,163,freelance software developer software engineering student open source enthusiast,"Buenos Aires, Argentina",quote,4,3
i love this hard,GreavsieE17,6/12/17 9:53,9,0,Neutral,joy,1075,1904,did i tell you about the time lucy porter said my name on radio,"E17, UK",quote,4,3
this after i walked my daughter to nursery this morning trying to persuade her not only the boys can wear the spide,samknightwrites,6/12/17 9:52,5,1,Negative,NA,323,3434,guardian new yorker transcribing,London,quote,4,3
please feel free to follow this example if youre out shopping today do it with magazines too,Gaina_Cee,6/12/17 9:52,1,0,Very Positive,joy,1231,971,pagan hand cyclist and pro cycling fan animal lover geek,Earth,quote,4,3
if your activism creates more work for lowincome workers its probably not activism,marleyvincentL,6/12/17 9:52,36,2,Neutral,NA,528,659,grad student previously words others labor race religion in colonial mexico postcolonialism and dh critique,"Providence, RI",quote,4,3
just steal stuff you wimp,littlebluecouch,6/12/17 9:50,0,0,Very Negative,NA,680,241,brighteyedbushytailed,st jim's home 4 wayward snakes,quote,4,3
girls belong in outer space,ryanmerkley,6/12/17 9:49,9,1,Neutral,joy,1599,4496,ceo chair pick big fights with your enemies not small fights with your friends hehis s hubby pic cc by,"Toronto, ON",quote,4,3
yes nasa tanks should be for everyone but now an underpaid overworked employee is going to have to zone that sect,starIings,6/12/17 9:49,10,0,Very Negative,NA,465,707,shes a restless spirit on an endless flight send more chuck berry,sitcom hell,quote,4,3
yes,ByrneLuc,6/12/17 9:49,0,0,Positive,NA,543,141,its all about mountain biking and hip hop snowboarding surfing ballet etc etc instagram for more photos,,quote,4,3
i see what you did there only because you said so and its kinda epic retail managers beware,TenaciousTanaka,6/12/17 9:48,0,0,Neutral,NA,246,898,geek living two realities like schrdingers cat man of science marlovian screenwriter wanderluster rather be surfing pipeline,"New York, NY",quote,4,3
hahaha,kluun,6/12/17 9:48,8,0,Positive,NA,312,82975,schrijver vader van drie dochters vriend van nicole spotifyaddict elke dinsdag u op,Amsterdam,quote,4,3
love it,busyzenlife,6/12/17 9:48,1,0,Positive,joy,521,5003,nerd meditation junkie instagram addict runner yogi writerblogger and the queen of halfassed zen whats halfassed zen drop by my blog to find out,"Halifax, Nova Scotia, Canada",quote,4,3
cc,tohu777,6/12/17 9:47,0,0,Neutral,NA,1795,272,,,quote,4,3
performative wokeness is annoying sure but could you do it in a manner that doesnt make a poor rackjockey reor,BertoltMEHcht,6/12/17 9:47,0,0,Very Negative,anger,456,312,writer and editor my son ran away and i still havent found him talented vocal and occasionally combative,"Denver, CO",quote,4,3
